"x0, y0, z0","x1, y1, z1","x2, y2, z2","x3, y3, z3","x4, y4, z4","x5, y5, z5","x6, y6, z6","x7, y7, z7","x8, y8, z8","x9, y9, z9","x10, y10, z10","x11, y11, z11","x12, y12, z12","x13, y13, z13","x14, y14, z14","x15, y15, z15","x16, y16, z16","x17, y17, z17","x18, y18, z18","x19, y19, z19","x20, y20, z20"
"[0.3538878262042999, 0.3947189152240753, -1.8992086836533417e-07]","[0.33799710869789124, 0.38956931233406067, 0.016416091471910477]","[0.32665738463401794, 0.37828195095062256, 0.023255005478858948]","[0.31638389825820923, 0.37978971004486084, 0.025207486003637314]","[0.3066081404685974, 0.3780178725719452, 0.025372426956892014]","[0.30975595116615295, 0.30572256445884705, 0.02410902827978134]","[0.27912813425064087, 0.3005565404891968, 0.026316754519939423]","[0.2549567222595215, 0.29886823892593384, 0.022909365594387054]","[0.23422294855117798, 0.2968016266822815, 0.018997855484485626]","[0.3037632703781128, 0.3009154200553894, 0.011707333847880363]","[0.26597458124160767, 0.2942737638950348, 0.0165256354957819]","[0.23985953629016876, 0.29221341013908386, 0.0129335792735219]","[0.2186775803565979, 0.29144880175590515, 0.007509476039558649]","[0.2993271052837372, 0.3056737780570984, -0.0009178806794807315]","[0.26278185844421387, 0.30373427271842957, -0.0007671433268114924]","[0.2426089197397232, 0.30189448595046997, -0.006452779285609722]","[0.22563116252422333, 0.30063381791114807, -0.012585394084453583]","[0.2951884865760803, 0.3163493573665619, -0.012522724457085133]","[0.26926901936531067, 0.3100225329399109, -0.015384393744170666]","[0.2566983997821808, 0.308085173368454, -0.018206175416707993]","[0.24534697830677032, 0.3079432249069214, -0.021500173956155777]"
"[0.411366730928421, 0.5485540628433228, -7.121680312138778e-08]","[0.3672944903373718, 0.5223153233528137, 0.004283744841814041]","[0.33814892172813416, 0.4598401188850403, 0.007620442658662796]","[0.31889283657073975, 0.40829208493232727, 0.007741705048829317]","[0.30312150716781616, 0.3685106337070465, 0.00793825276196003]","[0.3481755256652832, 0.41868895292282104, 0.012405562214553356]","[0.317331463098526, 0.3562808036804199, 0.003158076200634241]","[0.2870017886161804, 0.3263000249862671, -0.005198013037443161]","[0.26025310158729553, 0.3067677617073059, -0.010980647057294846]","[0.35967665910720825, 0.41081368923187256, 0.0032073049806058407]","[0.32518455386161804, 0.35027700662612915, -0.006018186453729868]","[0.28962674736976624, 0.31978723406791687, -0.015584488399326801]","[0.26014429330825806, 0.3011414408683777, -0.02216513827443123]","[0.37118417024612427, 0.4121849238872528, -0.00735798804089427]","[0.3377573788166046, 0.3527040481567383, -0.016837913542985916]","[0.3029797077178955, 0.3254980742931366, -0.02248629927635193]","[0.2742420732975006, 0.3089889883995056, -0.025837959721684456]","[0.38267868757247925, 0.4193827211856842, -0.01803874969482422]","[0.3569813370704651, 0.370765745639801, -0.027007851749658585]","[0.32815271615982056, 0.34447798132896423, -0.030501408502459526]","[0.3022333085536957, 0.3283834159374237, -0.03209483623504639]"
"[0.5413820147514343, 0.6213326454162598, 1.66824932534837e-07]","[0.4967418313026428, 0.6141754388809204, -0.020612593740224838]","[0.45126083493232727, 0.5540379881858826, -0.028364162892103195]","[0.4219336211681366, 0.5055498480796814, -0.03479530289769173]","[0.3898414373397827, 0.47561994194984436, -0.0416201651096344]","[0.4805135428905487, 0.46828556060791016, -0.014416217803955078]","[0.46329542994499207, 0.420474112033844, -0.03148457780480385]","[0.4463232755661011, 0.38603150844573975, -0.0474819615483284]","[0.4315149188041687, 0.3595748245716095, -0.060089822858572006]","[0.50873202085495, 0.45738011598587036, -0.016770020127296448]","[0.4965223968029022, 0.40742045640945435, -0.03271792083978653]","[0.48594725131988525, 0.37734347581863403, -0.047099508345127106]","[0.47669023275375366, 0.35177797079086304, -0.05761682987213135]","[0.5408363342285156, 0.45880672335624695, -0.022428082302212715]","[0.5345171093940735, 0.4092944264411926, -0.03924592211842537]","[0.528927206993103, 0.37657108902931213, -0.04648715257644653]","[0.5223117470741272, 0.34652552008628845, -0.051525432616472244]","[0.5757566690444946, 0.47308436036109924, -0.03036671318113804]","[0.580504834651947, 0.42761123180389404, -0.0456852950155735]","[0.5828350782394409, 0.3973982334136963, -0.05015919357538223]","[0.5829007625579834, 0.36942240595817566, -0.05280093103647232]"
"[0.593338131904602, 0.6196656823158264, 2.6818506171366607e-07]","[0.5405961275100708, 0.6174382567405701, -0.026933860033750534]","[0.49048689007759094, 0.56148362159729, -0.03800007328391075]","[0.45652472972869873, 0.5117886662483215, -0.0460701622068882]","[0.42508894205093384, 0.47801002860069275, -0.05384790524840355]","[0.5219494104385376, 0.4573875367641449, -0.019087718799710274]","[0.5058354735374451, 0.39564913511276245, -0.0363646075129509]","[0.4960947632789612, 0.3501175045967102, -0.052699014544487]","[0.48937466740608215, 0.3140137493610382, -0.06491585820913315]","[0.5545696020126343, 0.4446718692779541, -0.01779801957309246]","[0.5430503487586975, 0.3784014582633972, -0.03080589883029461]","[0.5365685820579529, 0.3354493975639343, -0.0441335029900074]","[0.5325096249580383, 0.30038198828697205, -0.053985223174095154]","[0.5884566903114319, 0.44935476779937744, -0.020065398886799812]","[0.5836647748947144, 0.39069539308547974, -0.03346880152821541]","[0.5822407603263855, 0.3503792881965637, -0.04043791443109512]","[0.5821273922920227, 0.3152698278427124, -0.045704301446676254]","[0.6208375692367554, 0.4713676869869232, -0.025156771764159203]","[0.6247206330299377, 0.4297276437282562, -0.03786926344037056]","[0.6279492974281311, 0.40327775478363037, -0.040791016072034836]","[0.6303886771202087, 0.3792734742164612, -0.04216993972659111]"
"[0.7218987345695496, 0.6149193048477173, 4.264524022801197e-07]","[0.6599929332733154, 0.6070956587791443, -0.027192240580916405]","[0.606370747089386, 0.5616788864135742, -0.04143993556499481]","[0.5672730207443237, 0.5175055861473083, -0.05305662006139755]","[0.5330610275268555, 0.48558351397514343, -0.06452768296003342]","[0.6380659937858582, 0.4350898265838623, -0.027189994230866432]","[0.6078180074691772, 0.35562634468078613, -0.047188058495521545]","[0.5935152769088745, 0.30366748571395874, -0.06305626034736633]","[0.5849708914756775, 0.2600485384464264, -0.07463495433330536]","[0.6757093667984009, 0.4139616787433624, -0.029456088319420815]","[0.6579692959785461, 0.3219877779483795, -0.04718798026442528]","[0.6479556560516357, 0.26152747869491577, -0.06315004080533981]","[0.6413909792900085, 0.2111908495426178, -0.07455859333276749]","[0.7134434580802917, 0.4152439832687378, -0.03523426502943039]","[0.7088121175765991, 0.3270723521709442, -0.056700821965932846]","[0.7037853598594666, 0.27169346809387207, -0.07265091687440872]","[0.6991134881973267, 0.2244718372821808, -0.08323173224925995]","[0.7512397170066833, 0.43461093306541443, -0.042917411774396896]","[0.7680658102035522, 0.37286055088043213, -0.06473376601934433]","[0.776455283164978, 0.32973429560661316, -0.0755975991487503]","[0.782460629940033, 0.2886400818824768, -0.08198057860136032]"
"[0.6820447444915771, 0.6033124923706055, 4.963417268299963e-07]","[0.6318501830101013, 0.6028636693954468, -0.03961941972374916]","[0.5902286171913147, 0.5604633092880249, -0.06089799106121063]","[0.5520833730697632, 0.5177369713783264, -0.07466208189725876]","[0.5185407996177673, 0.4835951328277588, -0.08840537071228027]","[0.6192522644996643, 0.4478645920753479, -0.05924652889370918]","[0.597413957118988, 0.35908636450767517, -0.08058001101016998]","[0.5839915871620178, 0.30182594060897827, -0.0962463766336441]","[0.5753179788589478, 0.2565011978149414, -0.1069241389632225]","[0.6402466297149658, 0.4330196678638458, -0.04625317454338074]","[0.6346537470817566, 0.3357788622379303, -0.06814391911029816]","[0.6319329142570496, 0.27174699306488037, -0.08276916295289993]","[0.6330189108848572, 0.2235686182975769, -0.09260307997465134]","[0.657360851764679, 0.43756380677223206, -0.034132469445466995]","[0.6514304876327515, 0.3498722314834595, -0.051132433116436005]","[0.6468315124511719, 0.29301607608795166, -0.06108369678258896]","[0.6489378213882446, 0.25099706649780273, -0.0673631876707077]","[0.6667783856391907, 0.45403236150741577, -0.02426498383283615]","[0.6559238433837891, 0.3952037990093231, -0.03714665025472641]","[0.6504868268966675, 0.3627174496650696, -0.041741710156202316]","[0.6497902274131775, 0.33650773763656616, -0.04443328082561493]"
"[0.7390312552452087, 0.6085959076881409, 3.82628257966644e-07]","[0.6742825508117676, 0.606705904006958, -0.029463283717632294]","[0.6176326870918274, 0.5626136064529419, -0.043321628123521805]","[0.572767972946167, 0.52262943983078, -0.053617943078279495]","[0.5362981557846069, 0.49206891655921936, -0.06373204290866852]","[0.6464698314666748, 0.43697625398635864, -0.026188824325799942]","[0.6191242337226868, 0.3553889989852905, -0.04319504648447037]","[0.603080153465271, 0.30360084772109985, -0.05817854404449463]","[0.5909220576286316, 0.26049357652664185, -0.06931387633085251]","[0.6839845776557922, 0.4125531315803528, -0.02551584132015705]","[0.6632174849510193, 0.3218023180961609, -0.038701754063367844]","[0.6527835726737976, 0.2610662579536438, -0.05251483991742134]","[0.6457942128181458, 0.2116939127445221, -0.06292958557605743]","[0.7217400074005127, 0.4115779399871826, -0.02831566520035267]","[0.7171982526779175, 0.3247166872024536, -0.04507724195718765]","[0.7165578007698059, 0.2690211832523346, -0.059561923146247864]","[0.7159935235977173, 0.2237085998058319, -0.06970956176519394]","[0.7562133073806763, 0.4267776608467102, -0.033211275935173035]","[0.7646365761756897, 0.36692145466804504, -0.05111688748002052]","[0.7743477821350098, 0.3301299214363098, -0.05883865803480148]","[0.7827475666999817, 0.2969193160533905, -0.06325424462556839]"
"[0.7527564764022827, 0.6184247136116028, 4.144585830090364e-07]","[0.6886003613471985, 0.6103861331939697, -0.027140704914927483]","[0.6340003609657288, 0.564149796962738, -0.04000486806035042]","[0.5900557637214661, 0.5222302675247192, -0.05057378485798836]","[0.550041675567627, 0.49187174439430237, -0.060452498495578766]","[0.6586419343948364, 0.4338887631893158, -0.01741046831011772]","[0.6304634809494019, 0.35450220108032227, -0.03365320339798927]","[0.6152148246765137, 0.3034212589263916, -0.04826783388853073]","[0.6041131615638733, 0.2594186067581177, -0.059492941945791245]","[0.6963264346122742, 0.41008076071739197, -0.01868073083460331]","[0.6757023930549622, 0.3192470073699951, -0.03164124861359596]","[0.6642588973045349, 0.2590254843235016, -0.04463657736778259]","[0.6553959250450134, 0.21002955734729767, -0.054751377552747726]","[0.7347198724746704, 0.4092991054058075, -0.02430901676416397]","[0.7266643047332764, 0.3202541172504425, -0.04114148020744324]","[0.7215238213539124, 0.2645142674446106, -0.05342552065849304]","[0.7148283123970032, 0.21720537543296814, -0.06236670911312103]","[0.7741259932518005, 0.4247349202632904, -0.03245985507965088]","[0.787563145160675, 0.3578891158103943, -0.0495334230363369]","[0.7945520281791687, 0.3119269609451294, -0.057655662298202515]","[0.797588586807251, 0.2682204246520996, -0.0630536749958992]"
"[0.759654700756073, 0.61934894323349, 4.1590195110075e-07]","[0.6946508884429932, 0.6114811301231384, -0.028884733095765114]","[0.6392937898635864, 0.5652900338172913, -0.04213079810142517]","[0.594868004322052, 0.5244640707969666, -0.0528261698782444]","[0.5546380281448364, 0.49389171600341797, -0.06288158148527145]","[0.664170503616333, 0.4315127432346344, -0.019562244415283203]","[0.6361218094825745, 0.351542592048645, -0.03612480312585831]","[0.6202563643455505, 0.300915390253067, -0.05122003331780434]","[0.6092482209205627, 0.25684303045272827, -0.06295198947191238]","[0.7018097639083862, 0.4094182848930359, -0.020152902230620384]","[0.6801199913024902, 0.3184865117073059, -0.0330246277153492]","[0.6689066290855408, 0.25922536849975586, -0.04585565626621246]","[0.6612054109573364, 0.21099188923835754, -0.056202568113803864]","[0.7407996654510498, 0.40882408618927, -0.025393368676304817]","[0.7311686873435974, 0.3212617039680481, -0.04247932881116867]","[0.7256792187690735, 0.2665864825248718, -0.055146802216768265]","[0.7185178995132446, 0.21853329241275787, -0.06464041024446487]","[0.7800226807594299, 0.42412513494491577, -0.03333943709731102]","[0.7922855615615845, 0.35644981265068054, -0.051110293716192245]","[0.7996615171432495, 0.3125956058502197, -0.05972084403038025]","[0.8033450245857239, 0.26955604553222656, -0.0656750500202179]"
"[0.7659792900085449, 0.6222079992294312, 4.209069572880253e-07]","[0.6990591883659363, 0.6134853363037109, -0.027409004047513008]","[0.6427732110023499, 0.5673820376396179, -0.039709605276584625]","[0.5976564884185791, 0.5271303057670593, -0.04986514151096344]","[0.5568538904190063, 0.4986785650253296, -0.05930277332663536]","[0.6679894924163818, 0.43314746022224426, -0.015430597588419914]","[0.639318585395813, 0.3527621030807495, -0.03066674992442131]","[0.6236135959625244, 0.30231592059135437, -0.0451027937233448]","[0.612787127494812, 0.25875750184059143, -0.05635518580675125]","[0.7053728103637695, 0.4102138578891754, -0.016509681940078735]","[0.6840276718139648, 0.31801220774650574, -0.027560679242014885]","[0.6723210215568542, 0.2587960958480835, -0.03953607752919197]","[0.6639226675033569, 0.2108490765094757, -0.04923546314239502]","[0.7439536452293396, 0.4088793694972992, -0.022294772788882256]","[0.7339944839477539, 0.32114535570144653, -0.03720257431268692]","[0.7276703119277954, 0.2665826082229614, -0.04899955913424492]","[0.7200661301612854, 0.21871183812618256, -0.05811300128698349]","[0.7828163504600525, 0.42385438084602356, -0.03088921122252941]","[0.7944952845573425, 0.35955673456192017, -0.046634212136268616]","[0.8012375831604004, 0.31745630502700806, -0.054212626069784164]","[0.8053271770477295, 0.27622705698013306, -0.05949736014008522]"
"[0.7719599008560181, 0.6288384199142456, 4.663637582780211e-07]","[0.7027278542518616, 0.6252530217170715, -0.03145268186926842]","[0.6450785994529724, 0.5854997038841248, -0.04718800261616707]","[0.5980924963951111, 0.5476424098014832, -0.0603475384414196]","[0.5555447936058044, 0.523642361164093, -0.07274635136127472]","[0.6715116500854492, 0.4403300881385803, -0.0205288864672184]","[0.6429665088653564, 0.3588811159133911, -0.03665449470281601]","[0.6269232034683228, 0.3064916729927063, -0.05133717507123947]","[0.6160151958465576, 0.2625216841697693, -0.06277807801961899]","[0.7089300155639648, 0.41670146584510803, -0.02049805410206318]","[0.68684321641922, 0.32294753193855286, -0.03247916325926781]","[0.6737823486328125, 0.2639614939689636, -0.044310953468084335]","[0.6651632189750671, 0.2159620076417923, -0.05373332276940346]","[0.7475131154060364, 0.41458991169929504, -0.025452103465795517]","[0.7374446392059326, 0.3253542184829712, -0.041427914053201675]","[0.7303318977355957, 0.26920634508132935, -0.054023146629333496]","[0.7237582802772522, 0.2210414707660675, -0.06360671669244766]","[0.7865473031997681, 0.4293246269226074, -0.03362573683261871]","[0.8000441193580627, 0.3658252954483032, -0.05116558074951172]","[0.8083841800689697, 0.3228987455368042, -0.060462966561317444]","[0.8152604103088379, 0.2816537618637085, -0.06665725260972977]"
"[0.7695103287696838, 0.6283152103424072, 4.6796716901553737e-07]","[0.7006478309631348, 0.6247482299804688, -0.030648954212665558]","[0.6424078941345215, 0.5870159864425659, -0.04576823487877846]","[0.5949101448059082, 0.5516985654830933, -0.05832217261195183]","[0.5540275573730469, 0.5283640623092651, -0.07018392533063889]","[0.669966459274292, 0.44115719199180603, -0.020665211603045464]","[0.6411459445953369, 0.360356867313385, -0.03711248189210892]","[0.6254915595054626, 0.3082616925239563, -0.052148740738630295]","[0.6152843236923218, 0.26395443081855774, -0.0636984258890152]","[0.7074886560440063, 0.41749393939971924, -0.020648455247282982]","[0.6857689023017883, 0.32402026653289795, -0.03231274336576462]","[0.6730617880821228, 0.2650247812271118, -0.04416213184595108]","[0.6646378636360168, 0.216144859790802, -0.053727202117443085]","[0.7463330030441284, 0.41520366072654724, -0.02550780028104782]","[0.7367051243782043, 0.3258638381958008, -0.04111452400684357]","[0.7299249768257141, 0.26925432682037354, -0.05350087210536003]","[0.723294734954834, 0.21991193294525146, -0.06300010532140732]","[0.7856083512306213, 0.4296793043613434, -0.033505696803331375]","[0.7996336221694946, 0.36567169427871704, -0.05065298080444336]","[0.8080881834030151, 0.322440505027771, -0.05949195474386215]","[0.8150009512901306, 0.28062012791633606, -0.06535815447568893]"
"[0.7666634917259216, 0.6271916627883911, 4.7500836330982565e-07]","[0.6984223127365112, 0.6238510012626648, -0.029371347278356552]","[0.6401240825653076, 0.5854060649871826, -0.04409327358007431]","[0.5921093225479126, 0.5513771176338196, -0.05651203915476799]","[0.5503796935081482, 0.530168890953064, -0.06852877885103226]","[0.6680431962013245, 0.439928263425827, -0.02018580213189125]","[0.6395078897476196, 0.35865312814712524, -0.036296941339969635]","[0.6240934729576111, 0.30626243352890015, -0.05126681551337242]","[0.6136518716812134, 0.26157376170158386, -0.06303177773952484]","[0.7055474519729614, 0.4171200394630432, -0.021244922652840614]","[0.6836159825325012, 0.32292941212654114, -0.03303484618663788]","[0.6712838411331177, 0.2635359466075897, -0.04541366919875145]","[0.662853479385376, 0.21404263377189636, -0.05548340082168579]","[0.7446878552436829, 0.41576510667800903, -0.02698630280792713]","[0.733799159526825, 0.32537686824798584, -0.04301213473081589]","[0.7268978357315063, 0.2687697410583496, -0.05597555637359619]","[0.7198565006256104, 0.21864944696426392, -0.06602463871240616]","[0.7842700481414795, 0.43119266629219055, -0.035661324858665466]","[0.7979588508605957, 0.3667149543762207, -0.053185705095529556]","[0.8063694834709167, 0.32339000701904297, -0.06223157420754433]","[0.8127698302268982, 0.28101763129234314, -0.06847316026687622]"
